brand,km_driven,fuel,owner,selling_price,brand_updated
Hyundai,60000,Petrol,First Owner,180000,Hyundai
Maruti,100000,Petrol,Third Owner,270000,Maruti
Maruti,30000,Petrol,First Owner,450000,Maruti
Maruti,30000,Petrol,First Owner,450000,Maruti
Chevrolet,50000,Petrol,First Owner,200000,Chevrolet
Tata,42000,Petrol,First Owner,425000,Tata
Chevrolet,30000,Petrol,First Owner,400000,Chevrolet
Maruti,60000,Petrol,Third Owner,125000,Maruti
Jeep,14000,Diesel,First Owner,1600000,Jeep
Honda,22000,Petrol,First Owner,900000,Honda
Volkswagen,90000,Diesel,First Owner,450000,Volkswagen
Maruti,46000,Petrol,First Owner,210000,Maruti
Hyundai,20000,Petrol,First Owner,801000,Hyundai
Tata,15000,Diesel,First Owner,317000,Tata
Maruti,40000,Petrol,Second Owner,600000,Maruti
Hyundai,30000,Petrol,Second Owner,330000,Hyundai
Hyundai,15000,Petrol,Second Owner,320000,Hyundai
Maruti,50000,Petrol,First Owner,160000,Maruti
Hyundai,110000,Petrol,Second Owner,120000,Hyundai
Maruti,70000,Petrol,Second Owner,130000,Maruti
Chevrolet,80000,Petrol,First Owner,220000,Chevrolet
Maruti,50000,Diesel,Third Owner,229999,Maruti
Tata,110000,Petrol,First Owner,340000,Tata
Ford,70000,Diesel,Second Owner,200000,Ford
Maruti,50000,Petrol,Second Owner,140000,Maruti
Toyota,190000,Diesel,First Owner,1000000,Toyota
Mahindra,100000,Diesel,Second Owner,495000,Mahindra
Maruti,60000,Petrol,First Owner,236000,Maruti
Maruti,40000,Petrol,First Owner,390000,Maruti
Maruti,90000,Diesel,Second Owner,275000,Maruti
Tata,110000,Diesel,First Owner,503000,Tata
Maruti,32000,Diesel,First Owner,775000,Maruti
Toyota,30000,Diesel,First Owner,1800000,Toyota
Hyundai,58000,Diesel,First Owner,850000,Hyundai
Maruti,5000,Diesel,First Owner,750000,Maruti
Hyundai,25000,Petrol,First Owner,570000,Hyundai
Hyundai,32000,Petrol,First Owner,580000,Hyundai
Honda,30000,Petrol,First Owner,484999,Honda
Honda,43000,Petrol,First Owner,700000,Honda
Hyundai,60000,Petrol,First Owner,415000,Hyundai
Nissan,50000,Petrol,First Owner,325000,Nissan
Ford,14200,Petrol,First Owner,550000,Ford
Hyundai,10000,Petrol,First Owner,300000,Hyundai
Datsun,25000,Petrol,First Owner,217000,Datsun
Ford,19100,Petrol,First Owner,700000,Ford
Hyundai,25000,Petrol,Fourth & Above Owner,466000,Hyundai
Ford,54000,Diesel,First Owner,484999,Ford
Nissan,35000,Diesel,First Owner,670000,Nissan
Hyundai,20000,Petrol,Second Owner,500000,Hyundai
Maruti,52000,Diesel,First Owner,675000,Maruti
Hyundai,120000,Diesel,Second Owner,220000,Hyundai
Jeep,50000,Diesel,First Owner,1650000,Jeep
Maruti,120000,Diesel,Second Owner,630000,Maruti
Tata,90000,Diesel,Second Owner,250000,Tata
Maruti,120000,Petrol,Third Owner,120000,Maruti
Skoda,101500,Diesel,Second Owner,300000,Skoda
Hyundai,75000,Diesel,First Owner,525000,Hyundai
Maruti,97500,Petrol,First Owner,204999,Maruti
Maruti,97500,Petrol,First Owner,204999,Maruti
Mahindra,100000,Diesel,First Owner,1100000,Mahindra
Renault,55735,Diesel,Second Owner,480000,Renault
Mahindra,80000,Diesel,Second Owner,605000,Mahindra
Maruti,50000,Petrol,Second Owner,250000,Maruti
Ford,70000,Diesel,Second Owner,245000,Ford
Hyundai,76000,Petrol,Fourth & Above Owner,210000,Hyundai
Maruti,1500,Petrol,First Owner,730000,Maruti
Mahindra,76000,Diesel,First Owner,500000,Mahindra
Maruti,40000,Petrol,First Owner,400000,Maruti
Hyundai,60000,Petrol,Second Owner,280000,Hyundai
Toyota,170000,Diesel,Third Owner,561000,Toyota
Mitsubishi,181491,Diesel,First Owner,950000,Mitsubishi
Chevrolet,53319,Diesel,First Owner,375000,Chevrolet
Volkswagen,40906,Diesel,First Owner,700000,Volkswagen
Toyota,31711,Petrol,Second Owner,375000,Toyota
Hyundai,43755,Petrol,Second Owner,270000,Hyundai
Renault,66693,Petrol,First Owner,300000,Renault
Maruti,59549,Petrol,First Owner,225000,Maruti
Toyota,94385,Diesel,First Owner,1350000,Toyota
Maruti,73730,Petrol,First Owner,200000,Maruti
Hyundai,221889,Diesel,First Owner,400000,Hyundai
Honda,116104,Diesel,First Owner,500000,Honda
Maruti,150546,Petrol,First Owner,500000,Maruti
Toyota,148120,Diesel,First Owner,1500000,Toyota
Ford,20000,Petrol,Second Owner,555000,Ford
Hyundai,30000,Petrol,First Owner,580000,Hyundai
Tata,142000,Diesel,Third Owner,337000,Tata
Tata,20000,Diesel,First Owner,175000,Tata
Tata,120000,Diesel,Second Owner,180000,Tata
Hyundai,80000,Petrol,First Owner,200000,Hyundai
Tata,60000,Diesel,First Owner,260000,Tata
Renault,25000,Petrol,First Owner,350000,Renault
Mahindra,50000,Diesel,Second Owner,409999,Mahindra
Mahindra,126000,Diesel,First Owner,655000,Mahindra
Maruti,170000,Diesel,First Owner,370000,Maruti
Maruti,24000,Petrol,First Owner,200000,Maruti
Maruti,100000,Diesel,Second Owner,800000,Maruti
Tata,10000,Petrol,First Owner,550000,Tata
Ford,70000,Diesel,Second Owner,300000,Ford
Maruti,40000,Petrol,First Owner,220000,Maruti
Maruti,110000,Petrol,First Owner,196000,Maruti
Hyundai,80000,Petrol,Second Owner,135000,Hyundai
Tata,16500,Petrol,First Owner,299000,Tata
Maruti,30000,Petrol,First Owner,300000,Maruti
Maruti,80000,Diesel,First Owner,720000,Maruti
Tata,50000,Diesel,Third Owner,650000,Tata
Maruti,25000,Petrol,First Owner,300000,Maruti
Hyundai,20000,Diesel,First Owner,750000,Hyundai
Renault,60000,Petrol,First Owner,260000,Renault
Maruti,70000,Diesel,Second Owner,300000,Maruti
Mahindra,50000,Diesel,Second Owner,600000,Mahindra
Honda,100000,Petrol,Second Owner,275000,Honda
Maruti,52000,Petrol,First Owner,250000,Maruti
Maruti,80000,Diesel,First Owner,420000,Maruti
Hyundai,50000,Petrol,First Owner,235000,Hyundai
Mahindra,60000,Diesel,First Owner,1100000,Mahindra
Maruti,25000,Petrol,First Owner,360000,Maruti
Hyundai,50000,Diesel,Second Owner,380000,Hyundai
Ford,125000,Diesel,First Owner,650000,Ford
Maruti,80000,Petrol,First Owner,350000,Maruti
Mahindra,70000,Diesel,First Owner,700000,Mahindra
Hyundai,90000,Diesel,Third Owner,270000,Hyundai
Tata,50000,Diesel,First Owner,450000,Tata
Mahindra,101000,Diesel,First Owner,630000,Mahindra
Mahindra,168000,Diesel,First Owner,229999,Mahindra
Mahindra,168000,Diesel,First Owner,229999,Mahindra
Maruti,40000,Petrol,First Owner,270000,Maruti
Tata,28900,Petrol,Second Owner,135000,Tata
Maruti,20000,Petrol,First Owner,275000,Maruti
Jaguar,9000,Diesel,First Owner,2625000,Jaguar
Lexus,20000,Petrol,First Owner,5150000,Lexus
Jaguar,45000,Diesel,First Owner,3200000,Jaguar
Tata,110000,Diesel,First Owner,503000,Tata
Volvo,20000,Diesel,First Owner,3800000,Volvo
Toyota,68089,Petrol,First Owner,2000000,Toyota
Maruti,58343,Petrol,First Owner,225000,Maruti
Maruti,38817,Diesel,First Owner,740000,Maruti
Honda,56494,Petrol,First Owner,550000,Honda
Toyota,79328,Diesel,Second Owner,750000,Toyota
Maruti,5621,Petrol,First Owner,650000,Maruti
Toyota,25538,Petrol,First Owner,625000,Toyota
Maruti,69779,Petrol,First Owner,600000,Maruti
Hyundai,56290,Diesel,First Owner,450000,Hyundai
BMW,7500,Diesel,First Owner,5400000,BMW
BMW,8500,Diesel,First Owner,5500000,BMW
Honda,7032,Petrol,First Owner,779000,Honda
Skoda,11000,Petrol,First Owner,645000,Skoda
Volvo,2000,Diesel,First Owner,2475000,Volvo
Mahindra,165000,Diesel,First Owner,634000,Mahindra
Maruti,98500,Petrol,Second Owner,235000,Maruti
Hyundai,98000,Petrol,Third Owner,275000,Hyundai
Mahindra,40000,Diesel,Second Owner,700000,Mahindra
Fiat,90000,Diesel,First Owner,400000,Fiat
Maruti,90000,Petrol,Third Owner,215000,Maruti
Hyundai,110000,Diesel,Second Owner,150000,Hyundai
Maruti,77800,Diesel,First Owner,950000,Maruti
Mahindra,100000,Diesel,First Owner,730000,Mahindra
Tata,120000,Diesel,Second Owner,135000,Tata
Hyundai,80000,Petrol,Second Owner,350000,Hyundai
Mahindra,21000,Petrol,Second Owner,535000,Mahindra
Maruti,100000,Petrol,Second Owner,455000,Maruti
Maruti,25000,Petrol,First Owner,655000,Maruti
Ford,30000,Diesel,Third Owner,800000,Ford
Toyota,25000,Petrol,First Owner,1100000,Toyota
Mercedes-Benz,40000,Diesel,First Owner,3000000,Mercedes-Benz
Toyota,160000,Diesel,First Owner,1225000,Toyota
Mahindra,51492,Petrol,First Owner,340000,Mahindra
Volkswagen,72000,Diesel,Second Owner,300000,Volkswagen
Ford,60000,Petrol,First Owner,370000,Ford
Mahindra,136000,Diesel,Second Owner,330000,Mahindra
Hyundai,60000,Petrol,First Owner,238000,Hyundai
Hyundai,110000,Petrol,Second Owner,72000,Hyundai
Hyundai,90000,Petrol,First Owner,200000,Hyundai
Nissan,91000,Diesel,Fourth & Above Owner,320000,Nissan
Hyundai,90000,Petrol,Fourth & Above Owner,114999,Hyundai
Maruti,50000,Petrol,Second Owner,320000,Maruti
Hyundai,20000,Petrol,First Owner,210000,Hyundai
Mahindra,120000,Diesel,First Owner,200000,Mahindra
Maruti,150000,Petrol,Second Owner,135000,Maruti
Tata,52000,Diesel,First Owner,350000,Tata
Mahindra,167000,Diesel,Second Owner,350000,Mahindra
Maruti,40000,Diesel,First Owner,680000,Maruti
Maruti,190000,Diesel,Second Owner,200000,Maruti
Renault,50000,Petrol,First Owner,300000,Renault
Mahindra,70000,Diesel,Second Owner,270000,Mahindra
Maruti,80000,Petrol,Second Owner,225000,Maruti
Mahindra,120000,Diesel,First Owner,250000,Mahindra
Mahindra,40000,Diesel,Second Owner,590000,Mahindra
Hyundai,17000,Petrol,First Owner,290000,Hyundai
Maruti,180000,Petrol,Second Owner,100000,Maruti
Maruti,50000,Petrol,First Owner,395000,Maruti
Hyundai,65000,Petrol,Second Owner,195000,Hyundai
Tata,10000,Petrol,Third Owner,45000,Tata
Mahindra,70000,Diesel,Second Owner,270000,Mahindra
Chevrolet,90000,Diesel,Second Owner,600000,Chevrolet
Hyundai,50000,Diesel,First Owner,715000,Hyundai
Hyundai,10000,Petrol,First Owner,600000,Hyundai
Mahindra,25000,Diesel,First Owner,875000,Mahindra
Mahindra,100000,Diesel,Second Owner,420000,Mahindra
Honda,70000,Petrol,Second Owner,325000,Honda
Datsun,30000,Petrol,First Owner,385000,Datsun
Mahindra,40000,Petrol,First Owner,300000,Mahindra
Hyundai,135000,Diesel,First Owner,335000,Hyundai
Maruti,35000,Petrol,First Owner,300000,Maruti
Hyundai,120000,Petrol,Second Owner,80000,Hyundai
Mahindra,120000,Diesel,First Owner,400000,Mahindra
Tata,190000,Diesel,Second Owner,168000,Tata
Mahindra,120000,Diesel,First Owner,550000,Mahindra
Toyota,120000,Diesel,Second Owner,300000,Toyota
Mahindra,175000,Diesel,Third Owner,320000,Mahindra
Mahindra,175000,Diesel,Third Owner,320000,Mahindra
Nissan,25000,Petrol,Second Owner,350000,Nissan
Tata,80000,Diesel,First Owner,280000,Tata
Hyundai,70000,Diesel,Second Owner,550000,Hyundai
Hyundai,10000,Petrol,First Owner,500000,Hyundai
Ford,6000,Petrol,First Owner,700000,Ford
Skoda,90000,Diesel,Second Owner,380000,Skoda
Mahindra,110000,Diesel,Second Owner,340000,Mahindra
Mahindra,120000,Diesel,Third Owner,160000,Mahindra
Toyota,50000,Diesel,First Owner,750000,Toyota
Hyundai,20000,Petrol,First Owner,531000,Hyundai
Renault,35000,Petrol,First Owner,300000,Renault
Volkswagen,60000,Diesel,Second Owner,350000,Volkswagen
Chevrolet,68000,Petrol,Fourth & Above Owner,150000,Chevrolet
Maruti,30000,Petrol,First Owner,450000,Maruti
Mahindra,54000,Diesel,First Owner,1625000,Mahindra
Maruti,65000,Petrol,Third Owner,140000,Maruti
Mahindra,80000,Diesel,Third Owner,250000,Mahindra
Tata,120000,Diesel,Third Owner,85000,Tata
Hyundai,30000,Petrol,First Owner,450000,Hyundai
Maruti,55113,Petrol,First Owner,170000,Maruti
Tata,50000,Diesel,First Owner,360000,Tata
Maruti,6000,Petrol,First Owner,390000,Maruti
Maruti,50000,Petrol,Second Owner,145000,Maruti
Mahindra,90000,Diesel,Third Owner,540000,Mahindra
Toyota,126000,Diesel,Third Owner,290000,Toyota
Tata,90000,Diesel,First Owner,300000,Tata
Ford,80000,Petrol,First Owner,565000,Ford
Mahindra,70000,Diesel,Second Owner,441000,Mahindra
Hyundai,80000,Petrol,Second Owner,50000,Hyundai
Hyundai,80000,Petrol,Second Owner,180000,Hyundai
Hyundai,80000,Petrol,Second Owner,200000,Hyundai
Maruti,150000,Petrol,Second Owner,85000,Maruti
Tata,110000,Diesel,Fourth & Above Owner,67500,Tata
Maruti,110000,Diesel,Second Owner,700000,Maruti
Volkswagen,80000,Diesel,Fourth & Above Owner,275000,Volkswagen
Hyundai,20000,Petrol,First Owner,600000,Hyundai
Mahindra,120000,Diesel,First Owner,250000,Mahindra
Mahindra,120000,Diesel,First Owner,600000,Mahindra
Fiat,80000,Diesel,Second Owner,200000,Fiat
Hyundai,91500,Diesel,Second Owner,425000,Hyundai
Maruti,120000,Diesel,Second Owner,420000,Maruti
Hyundai,100000,Diesel,Second Owner,321000,Hyundai
Mahindra,120000,Diesel,Fourth & Above Owner,350000,Mahindra
Honda,80000,Petrol,First Owner,490000,Honda
Mahindra,90000,Diesel,First Owner,680000,Mahindra
Maruti,70000,Petrol,First Owner,298000,Maruti
Hyundai,110000,Petrol,Second Owner,80000,Hyundai
Mahindra,150000,Diesel,Fourth & Above Owner,450000,Mahindra
Skoda,60000,Petrol,Second Owner,400000,Skoda
Tata,40000,Diesel,First Owner,250000,Tata
Ford,110000,Diesel,Third Owner,1075000,Ford
Hyundai,20000,Petrol,First Owner,500000,Hyundai
Ford,10000,Petrol,First Owner,681000,Ford
Mahindra,90000,Diesel,Second Owner,650000,Mahindra
Chevrolet,70000,Petrol,Second Owner,80000,Chevrolet
Mahindra,120000,Diesel,First Owner,290000,Mahindra
Mahindra,120000,Diesel,Second Owner,220000,Mahindra
Hyundai,90000,Petrol,Second Owner,120000,Hyundai
Datsun,80000,Petrol,First Owner,229999,Datsun
Mahindra,132478,Diesel,Second Owner,150000,Mahindra
Maruti,45000,Petrol,First Owner,500000,Maruti
Tata,120000,Diesel,First Owner,175000,Tata
Ford,10000,Petrol,First Owner,720000,Ford
Maruti,51000,Petrol,First Owner,100000,Maruti
Honda,105000,Petrol,Second Owner,250000,Honda
Mahindra,100000,Diesel,First Owner,810000,Mahindra
Maruti,30000,Petrol,Third Owner,165000,Maruti
Chevrolet,60000,Diesel,Second Owner,409999,Chevrolet
Maruti,86000,Diesel,Second Owner,430000,Maruti
Datsun,15000,Petrol,First Owner,300000,Datsun
Maruti,137500,Diesel,Third Owner,350000,Maruti
Renault,60000,Petrol,First Owner,400000,Renault
Chevrolet,70000,Diesel,First Owner,420000,Chevrolet
Maruti,5000,Petrol,First Owner,430000,Maruti
Maruti,30000,Petrol,First Owner,573000,Maruti
Hyundai,40000,Petrol,First Owner,210000,Hyundai
Renault,60000,Diesel,First Owner,600000,Renault
Honda,70000,Petrol,Third Owner,150000,Honda
Tata,15000,Petrol,First Owner,550000,Tata
Maruti,110000,Diesel,Second Owner,320000,Maruti
Maruti,70000,Petrol,Fourth & Above Owner,80000,Maruti
Honda,10000,Diesel,First Owner,800000,Honda
Maruti,60000,Petrol,First Owner,500000,Maruti
Tata,110000,Diesel,Second Owner,229999,Tata
Maruti,60000,Petrol,First Owner,500000,Maruti
Hyundai,35000,Petrol,First Owner,630000,Hyundai
Maruti,70000,Petrol,Second Owner,190000,Maruti
Tata,110000,Diesel,Second Owner,229999,Tata
Mahindra,100000,Diesel,Second Owner,450000,Mahindra
Maruti,120000,Petrol,First Owner,95000,Maruti
Maruti,90000,Petrol,Fourth & Above Owner,101000,Maruti
Honda,70000,Diesel,Second Owner,500000,Honda
Toyota,88000,Diesel,Second Owner,1019999,Toyota
Hyundai,38000,Petrol,First Owner,244000,Hyundai
Maruti,90000,Petrol,Second Owner,250000,Maruti
Maruti,60000,Petrol,First Owner,660000,Maruti
Hyundai,60000,Petrol,First Owner,270000,Hyundai
Maruti,156060,Diesel,First Owner,280000,Maruti
Hyundai,60000,Diesel,First Owner,1050000,Hyundai
Maruti,70000,Petrol,First Owner,525000,Maruti
Hyundai,35000,Diesel,First Owner,850000,Hyundai
Mahindra,50000,Diesel,First Owner,1165000,Mahindra
Maruti,50000,Petrol,Second Owner,345000,Maruti
Hyundai,100000,Petrol,Second Owner,95000,Hyundai
Maruti,15000,Petrol,First Owner,241000,Maruti
Maruti,20000,Petrol,First Owner,235000,Maruti
Ford,80000,Diesel,First Owner,615000,Ford
Mahindra,110000,Diesel,Second Owner,350000,Mahindra
Maruti,35000,Petrol,First Owner,350000,Maruti
Maruti,35000,Petrol,First Owner,380000,Maruti
Tata,140000,Diesel,First Owner,400000,Tata
Maruti,40000,Petrol,First Owner,220000,Maruti
Tata,110000,Diesel,Third Owner,270000,Tata
Maruti,70000,Petrol,Second Owner,275000,Maruti
Tata,100000,Diesel,Second Owner,125000,Tata
Hyundai,20000,Petrol,First Owner,360000,Hyundai
Hyundai,15000,Petrol,First Owner,550000,Hyundai
Ford,70000,Petrol,Second Owner,200000,Ford
Mahindra,20000,Petrol,First Owner,327000,Mahindra
Hyundai,15000,Petrol,First Owner,425000,Hyundai
Maruti,107000,Diesel,First Owner,620000,Maruti
Tata,54000,Diesel,Second Owner,130000,Tata
Maruti,58000,Petrol,First Owner,120000,Maruti
Mahindra,110000,Diesel,Second Owner,400000,Mahindra
Hyundai,90000,Diesel,Fourth & Above Owner,185000,Hyundai
Hyundai,43000,Petrol,Second Owner,204999,Hyundai
Maruti,43000,Diesel,First Owner,625000,Maruti
Maruti,60000,Diesel,First Owner,600000,Maruti
Tata,150000,Petrol,First Owner,150000,Tata
Renault,35000,Petrol,First Owner,300000,Renault
Chevrolet,46000,Petrol,First Owner,229999,Chevrolet
Maruti,10000,Petrol,First Owner,220000,Maruti
Hyundai,35000,Petrol,First Owner,576000,Hyundai
Renault,50000,Petrol,First Owner,265000,Renault
Maruti,60000,Petrol,Third Owner,50000,Maruti
Hyundai,80000,Diesel,First Owner,300000,Hyundai
Tata,110000,Diesel,First Owner,420000,Tata
Maruti,14000,Diesel,First Owner,750000,Maruti
Maruti,60000,CNG,Second Owner,165000,Maruti
Renault,28000,Petrol,First Owner,290000,Renault
Hyundai,57000,Petrol,First Owner,160000,Hyundai
Maruti,50000,Diesel,First Owner,695000,Maruti
Maruti,70000,LPG,First Owner,231000,Maruti
Toyota,60000,Diesel,First Owner,1050000,Toyota
Hyundai,70000,Petrol,First Owner,400000,Hyundai
Hyundai,40000,Petrol,First Owner,500000,Hyundai
Tata,120000,Diesel,Second Owner,150000,Tata
Mahindra,140000,Diesel,Second Owner,400000,Mahindra
Tata,100000,Diesel,Second Owner,120000,Tata
Mahindra,120000,Diesel,Second Owner,480000,Mahindra
Tata,120000,Diesel,Second Owner,200000,Tata
Ford,64000,Diesel,Second Owner,300000,Ford
Maruti,25000,Petrol,First Owner,350000,Maruti
Renault,12000,Petrol,First Owner,580000,Renault
Chevrolet,70000,Diesel,Second Owner,200000,Chevrolet
Mahindra,120000,Diesel,First Owner,750000,Mahindra
Renault,90000,Petrol,First Owner,261000,Renault
Chevrolet,40000,Petrol,First Owner,371000,Chevrolet
Mahindra,300000,Diesel,Third Owner,320000,Mahindra
Tata,120000,Diesel,Second Owner,204999,Tata
Hyundai,90000,Petrol,Second Owner,110000,Hyundai
Ford,100000,Diesel,Fourth & Above Owner,150000,Ford
Mahindra,90000,Diesel,Second Owner,625000,Mahindra
Mahindra,50000,Diesel,Second Owner,1300000,Mahindra
Skoda,168000,Diesel,First Owner,900000,Skoda
Ford,110000,Diesel,Second Owner,180000,Ford
Mahindra,120000,Diesel,Second Owner,421000,Mahindra
Tata,120000,Diesel,Second Owner,204999,Tata
Honda,40000,Diesel,First Owner,900000,Honda
Honda,110000,Petrol,Second Owner,165000,Honda
Hyundai,100000,Diesel,Fourth & Above Owner,270000,Hyundai
Maruti,40000,Diesel,First Owner,750000,Maruti
Hyundai,30000,Petrol,First Owner,750000,Hyundai
Maruti,80000,Petrol,Third Owner,40000,Maruti
Ford,90000,Diesel,Second Owner,190000,Ford
Toyota,200000,Diesel,Third Owner,395000,Toyota
Toyota,125000,Diesel,Second Owner,800000,Toyota
Hyundai,80000,Petrol,First Owner,315000,Hyundai
Audi,44000,Diesel,Second Owner,1600000,Audi
Toyota,90000,Diesel,First Owner,409999,Toyota
Hyundai,32000,Petrol,First Owner,580000,Hyundai
Hyundai,70000,Petrol,First Owner,340000,Hyundai
Hyundai,43000,Petrol,First Owner,270000,Hyundai
Tata,80000,Diesel,First Owner,280000,Tata
Tata,60000,Diesel,First Owner,130000,Tata
Hyundai,18945,Petrol,First Owner,260000,Hyundai
Hyundai,70000,Diesel,First Owner,710000,Hyundai
Maruti,100000,Petrol,Third Owner,204999,Maruti
Datsun,60000,Petrol,First Owner,300000,Datsun
Maruti,144000,Diesel,Second Owner,180000,Maruti
Mahindra,120000,Diesel,First Owner,700000,Mahindra
Hyundai,107825,Diesel,Second Owner,320000,Hyundai
Maruti,15000,Petrol,First Owner,370000,Maruti
Renault,10000,Petrol,First Owner,340000,Renault
Maruti,1620,Petrol,First Owner,1040000,Maruti
Hyundai,30000,Diesel,First Owner,750000,Hyundai
Mahindra,70000,Diesel,First Owner,600000,Mahindra
Mahindra,70000,Diesel,First Owner,550000,Mahindra
Toyota,95000,Diesel,Second Owner,600000,Toyota
Tata,50000,Diesel,First Owner,550000,Tata
Honda,160000,Diesel,First Owner,750000,Honda
Hyundai,10000,Petrol,First Owner,450000,Hyundai
Maruti,100000,Diesel,Third Owner,400000,Maruti
Maruti,50000,Diesel,Second Owner,520000,Maruti
Maruti,60000,Petrol,Second Owner,199000,Maruti
Chevrolet,110000,Diesel,First Owner,150000,Chevrolet
Hyundai,80000,Diesel,Third Owner,540000,Hyundai
Maruti,85000,Diesel,Second Owner,250000,Maruti
Maruti,90000,Petrol,Second Owner,200000,Maruti
Tata,90000,Diesel,Second Owner,130000,Tata
Maruti,90000,Petrol,First Owner,90000,Maruti
Hyundai,120000,Diesel,Second Owner,450000,Hyundai
Hyundai,120000,Diesel,First Owner,280000,Hyundai
Tata,160000,Diesel,Second Owner,280000,Tata
Maruti,141000,Petrol,Second Owner,120000,Maruti
Maruti,100000,Diesel,Second Owner,290000,Maruti
Hyundai,15000,Diesel,First Owner,1000000,Hyundai
Maruti,108000,Diesel,First Owner,415000,Maruti
Maruti,108000,Diesel,First Owner,415000,Maruti
Chevrolet,55000,Diesel,First Owner,240000,Chevrolet
Tata,37944,Diesel,First Owner,250000,Tata
Ford,90400,Diesel,First Owner,175000,Ford
Hyundai,85000,Diesel,Second Owner,220000,Hyundai
Maruti,120000,Diesel,Third Owner,85000,Maruti
Maruti,5000,Petrol,First Owner,675000,Maruti
